,tweet_id,text,source
14,1514921786441441282,"Dozens of USAID employees are looking to leave the agency after Congress failed to provide additional funding for their programs, according to three people familiar with the matter https://t.co/A3QVxT6Sth",politico
15,1514913959219970055,"Kevin McCarthy, the undisputed frontrunner for speaker next year, is set to lose a half-dozen Republicans from his conference who prefer negotiating to obstinacy. That could be a problem. https://t.co/5j7V43UJuH",politico
16,1514906575013564418,"Join the Playbook community for a daily dose of newsy nuggets about the biggest news dominating Washington. Don't miss out, subscribe today.
https://t.co/Ceig2eRhJ2 https://t.co/tAvl7Z0q9y",politico
17,1514776252929875980,"Even though Twitter has not said whether it will accept the offer, a number of Republican lawmakers quickly applauded Elon Musk’s bid to buy the platform for $43 billion https://t.co/wG5PNJUHJc",politico
18,1514757967018704897,"Wake up, read Playbook! @RyanLizza, @EugeneDaniels2 &amp; @rachaelmbade translate Washington for you. Subscribe today to the unofficial guide for official Washington.
https://t.co/Ceig2eRhJ2 https://t.co/j9xVY5r0Ha",politico
19,1514698550323654667,RT @EENewsUpdates: Have a Q on why inclusivity in the climate action movement matters? Reporter @jholz__  will host a Twitter Space tomorro…,politico
20,1514681548817248260,"RT @jholz__: Let’s talk about why inclusivity in the movement for climate action matters. 

Tune in tomorrow at noon ET/9 am PT – I’ll be c…",politico
21,1514665292877729793,"Technology is always evolving, so to make sure you're always in the know, read our Digital Future Daily newsletter. Subscribe today.
https://t.co/vNoL7ztSg2 https://t.co/pwjWMVgpYm",politico
22,1514662986731986944,"As GOP candidates wage a political battle over what kids should or shouldn't be taught in school, new AP polling found that, ""overall, Americans lean slightly toward expanding — not cutting back — discussions of racism and sexuality."" https://t.co/GpxTzlAQFs",politico
23,1514651915078062084,"Federal prosecutors urged a jury to reject a Jan. 6 defendant’s claim that Trump caused him to breach and loot the Capitol.

“This is not President Trump’s criminal trial...The fact that another person may also be guilty is no defense."" https://t.co/lXK5NEw9Q4",politico
24,1514648016971522057,RT @kyledcheney: NEW: DOJ urged jurors in a Jan. 6  trial to set aside their feelings about Donald Trump and whether he bears responsibilit…,politico
25,1514639600676921353,"Gov. DeSantis signed into law a ban on most abortions after 15 weeks of pregnancy in Florida, calling it the most significant restriction in a generation. 

The law will take effect on July 1. https://t.co/FsFaJuGf3h",politico
26,1514636934840266768,"The Pentagon confirmed ""a pretty sizable explosion"" aboard a Russian warship.  

Ukraine claimed credit for the blast. Russia said it was caused by an internal fire. The Pentagon hasn't been able to verify either country’s claim. https://t.co/HvF6p1jI5n",politico
27,1514609711265460230,RT @politicongress: Another Capitol riot participant is cooperating with the Jan. 6 committee — and reasoning that her cooperation should e…,politico
28,1514589702682255366,"Elon Musk, who last week became Twitter’s biggest shareholder, is now offering to buy the social media company https://t.co/YYiZEV478L",politico
29,1514579239047213064,"West Wing Playbook is the definitive guide to the Biden administration. Don't miss out on the latest whispers percolating from inside the White House. Subscribe today.
https://t.co/AsF2TXHAuK https://t.co/DNFUcCFKIe",politico
30,1514570422372679680,"The White House is publicly arguing that the country has finally arrived at a promising new stage in the pandemic fight — one that a recent spike in Covid cases won’t spoil

https://t.co/6FdGdJszVr",politico
31,1514562876010291204,"NASA says it needs a new breed of “explorer-astronaut” to build and operate an outpost on the moon

https://t.co/ys0h6czjO0",politico
32,1514555323159359492,"The Senate delivered former President Donald Trump a bipartisan criminal justice reform deal shortly after the last midterm election. Staging a sequel for President Joe Biden this year won’t be so easy.

https://t.co/01zFoAdQ4z",politico
33,1514431769285644289,"“It’s like Donald Trump’s staff is sabotaging Trump by convincing him to make the worst possible endorsements,” wrote one conservative pundit https://t.co/OzbAw6uJyU",politico
34,1514424458907369480,"In a departure from tradition, the RNC wants to begin selecting its presidential convention host cities six years in advance https://t.co/b3e8fD7fg2",politico
35,1514419074754920453,DeSantis' proposed map could allow Republicans to pick up an additional four seats this year. GOP leaders in the Legislature have signaled they'll accept whatever he hands them. https://t.co/55PeC23Xor,politico
36,1514413942570987526,For the record: This corrects a deleted tweet that misstated who had the longest tenure as chair of the Republican National Committee.,politico
37,1514413885859655681,"Should McDaniel serve another term, she would become the longest serving RNC chair in recent history https://t.co/Imjshujqom",politico
38,1514409363384975360,"Go inside the minds of the biggest tech players, policymakers and regulators to learn how their decisions affect our lives and our future with our Digital Future Daily newsletter. Subscribe today.
https://t.co/vNoL7ztSg2 https://t.co/UPmufDpi8Z",politico
39,1514400558454558721,"Killing inflation while preserving job growth is “not an impossible combination, but it will require skill and also good luck,” said Treasury Secretary Janet Yellen https://t.co/insnLII7yX",politico
40,1514373654599057412,The committee will take applications for new states to lead off the presidential primaries in 2024 and beyond https://t.co/zvsBo8dZDe,politico
41,1514333878277836804,"Subscribe to West Wing Playbook to get daily scoops and nuggets from inside the White House. Don't miss out. 
https://t.co/AsF2TXHAuK https://t.co/uCX8PuHXE6",politico
42,1514326702738100231,RT @politicongress: A bipartisan group of nearly 20 House members isn't letting up on their push to ban lawmakers from owning or trading st…,politico
43,1514325956764315649,"RT @politicongress: Mark Meadows has been removed from the voter rolls in North Carolina, as state officials probe potential voter fraud al…",politico
44,1514323480317251585,"Want to understand why U.S. food prices are rising at the fastest rate in decades? Take a look at your burger. 

The rising cost of each ingredient is a product of supply chain snarls, labor shortages and climate challenges (plus the conflict in Ukraine). https://t.co/roGUoxoGtI",politico
45,1514301077054705668,"RT @StevenOverly: Building your ultimate burger has gotten more expensive.

The cost of beef has increased 16 percent since last year. Chee…",politico
46,1514299783627870212,"A man charged with breaching the Capitol on Jan. 6 all but admits he broke multiple laws in service of overturning the 2020 election.

But he still wants jurors to acquit him because he says Trump’s rhetoric drove him to do it. https://t.co/BvX7bY7sV2",politico
47,1514297415775526916,RT @politicoalex: NEW: Trump is digging into his massive. $110 million war chest for the first time - spending to take down Georgia Gov. Br…,politico
48,1514286841842839561,"RT @ziannlum: I spoke with the environment minister about how that Bay du Nord decision is sitting, the energy transition's ""murky gray"" ar…",politico
49,1514266640149618700,"Republican Virginia Gov. Glenn Youngkin vetoed 26 bills, including some that passed with broad bipartisan support. None of the vetoed bills were sponsored by Republicans. https://t.co/vJWuNeihwa",politico
50,1514244535739686918,"Get exclusive coverage of the #MIGlobal with a special edition of our Global Insider newsletter. Thousands of industry leaders &amp; innovators will convene May 1- 4 to confront the most pressing challenges facing our world. Subscribe now.
 https://t.co/qaKpg2ANEp https://t.co/4UcOhnV3mM",politico
51,1514227406093049861,"If 2020 was the year the left reordered the traditional politics of crime and policing, 2022 looks like the year centrists regained their footing and nullified those gains
https://t.co/i48kojBZiP",politico
52,1514212234960027652,"The American Principles Project wants to break up big tech companies, but it’s also fighting to curb transgender rights
https://t.co/X2dTmereFP",politico
53,1514196989185077252,"The former president's withholding of aid from Ukraine feels like a distant political chapter, it’s taken on a new meaning as military assistance proves pivotal in today’s war with Russia
https://t.co/htDoLNH3NR",politico
54,1514181885659856903,"Investigators believe the atrocities committed in Ukraine could be rife for international prosecution. But successful convictions are rare
https://t.co/oQoJy6Bmr2",politico
55,1514034042399862788,"Mayor Eric Adams cast the blame on an ""overproliferation"" of guns nationally and “the revolving door of the criminal justice system” that he said has kept dangerous people on streets https://t.co/ZrzUXw265u",politico
56,1514011742107537411,"Don't miss a thing from the 25th annual #MIGlobal from May 1-4 with a special edition of our Global Insider newsletter. Subscribe today.
 https://t.co/qaKpg2ANEp https://t.co/JClJAGEphG",politico
57,1513999188887052290,RT @politicongress: Farm-state Republicans are very reluctantly thanking Joe Biden for an announcement expanding the use of biofuels https:…,politico
58,1513993089647579143,"A new CDC report found gonorrhea and syphilis rates surged to record levels in 2020, and they've likely gotten even worse since. 

Meanwhile, many Title X clinics on the frontlines of the sexual health battle just had their budgets slashed. https://t.co/bsDRmVnaeT",politico
59,1513990459143729161,"For the first time, Biden appeared to call Russia’s atrocities in Ukraine genocide.

“Your family budget, your ability to fill up your tank, none of it should hinge on whether a dictator declares war and commits genocide a half a world away,” he said. https://t.co/I20hONnJi9 https://t.co/Lb6V8kk1BL",politico
60,1513988256106434572,"RT @vtg2: The Securities and Exchange Commission is once again grappling with its least-favorite question: what to do about Elon Musk?

Sto…",politico
61,1513984329520717824,RT @allymutnick: New: Progressive state Rep Summer Lee has a 25-point lead in an @emilyslist poll of the Dem primary in #PA12 (retiring Rep…,politico
62,1513983058508189712,"RT @politicongress: Ruben Gallego savaged the House Majority PAC for spending $1M to bolster the primary opponent of a Latina woman. 

Offi…",politico
63,1513982610833387520,"The report listed serious human rights violations under Taliban rule, including:

- reprisal killings by Taliban fighters
- removal of women and minority groups from leadership
- restrictions on free speech
- bans on women working or getting an education https://t.co/0bjAk6NTLU",politico
64,1513980435805749250,A U.S. report acknowledged a steep drop in human rights progress in Afghanistan since the U.S. withdrawal last August https://t.co/0bjAk6NTLU,politico
65,1513975761874657284,"Prices have soared to their highest level in four decades, but if some of the world’s largest banks are calling it right, the inflation fever that's gripped the country could be breaking 
https://t.co/1WOSVKL5i8",politico
66,1513974017333633029,"RT @politicongress: Rep. Hal Rogers blamed ""the jet airplane"" for the loss of civility on the Hill. 

With all due respect to the dean of t…",politico
67,1513963926307827715,"RT @alexbward: The White House is scrambling to verify claims of Russian chemical weapons use in Ukraine and to response ""in kind,"" as Bide…",politico
68,1513940624910823430,"We’ll take a few audience questions during this Space. 

Have something you’d like to ask? Read this first 👇 https://t.co/taTm5ebxoR",politico
69,1513940620754268160,"We're live on Spaces with @kyledcheney and @nicholaswu12 breaking down everything you need to know as the Jan. 6 investigation reaches its final phase. 

Join us 👇 https://t.co/SUhyGy7hxK",politico
70,1513927844900048903,"RT @playbookdc: The brutal inflation numbers that the White House was bracing for landed this morning, and they were, in fact, quite bruisi…",politico
71,1513919541318987777,"Obama said Russia's invasion of Ukraine is proof that Putin has grown more reckless.

""Putin has always been ruthless ... What we've seen with the invasion of Ukraine is him being reckless in a way we might not have anticipated 8, 10 years ago."" https://t.co/PfQg8efwVl https://t.co/WaS9pQaChe",politico
72,1513910488329039876,"Our newsletter Digital Future Daily unlocks the most important stories determining the future of tech from Washington to Silicon Valley and around the world. Subscribe today.
https://t.co/vNoL7ztSg2 https://t.co/b1RoXy4sz7",politico
73,1513904468307423234,"RT @politicongress: There's real momentum toward the Senate ratifying the biggest climate change treaty in the chamber's history.

It would…",politico
74,1513904022457049093,"Some of the world’s largest truck engine manufacturers say they’re all-in on electric vehicles. So why is their main trade group still lobbying against them?
https://t.co/U90AMfMxG5",politico
75,1513900143011143681,Multiple people were shot in a subway station in Brooklyn Tuesday morning and “undetonated devices” were found in the area https://t.co/hSD6AyZzPH,politico
76,1513895743253323782,"RT @politicony: Multiple people were shot and undetonated devices were found at a Brooklyn subway station, said a Fire Department spokesper…",politico
77,1513893408150065154,"Prices have been driven up by bottlenecked supply chains, consumer demand and disruptions to global food and energy markets worsened by Russia’s war against Ukraine https://t.co/PU9QeRIacm",politico
78,1513872107943481349,"POLITICO Playbook cuts through the clutter and provides a steady dose of newsy nuggets about Washington's biggest power players. Subscribe today.
https://t.co/Ceig2eRhJ2 https://t.co/MjITSvZ9IW",politico
79,1513840609261494274,"On the eve of the House vote to pass a massive infrastructure bill last year, Rep. David McKinley received a pointed call from a Donald Trump adviser: If he voted for the package, the former president would endorse his primary opponent

https://t.co/8jjfxMj4Bx",politico
80,1513830544626356224,"Donald Trump’s top pick to administer Arizona elections in 2024 is more than a garden-variety backer — he played a little-known but notable role in bolstering the former president’s push to subvert the 2020 ballot

https://t.co/7O45hketGT",politico
81,1513699369568112640,"Democrats are on the defensive on violent crime, but they have a built-in trust advantage on policies for preventing gun violence https://t.co/9ay6GZp7J3",politico
82,1513654387822010382,"Go inside the 25th annual Milken Institute Global Conference with a special edition Global Insider newsletter featuring exclusive coverage and insights from the influential gathering. Subscribe today.
https://t.co/qaKpg2ANEp https://t.co/umIxiRkhZb",politico
83,1513626956071415809,"Read the original investigation here: 
https://t.co/rK1kPMGT1z",politico
84,1513626954930528260,"Lawmakers are demanding answers from the FDA following a POLITICO investigation into the agency’s failure to act on a slew of pressing food safety and nutrition issues.

https://t.co/l8hq07R0H7",politico
85,1513622053575970825,"Our reporters @kyledcheney and @nicholaswu12 will be live on Spaces tomorrow to break down everything you need to know as the Jan. 6 committee reaches its final phase. 

Join us Tuesday at 2 p.m. ET: 
https://t.co/SUhyGy7hxK",politico
86,1513622052175069185,"Even after the Jan. 6 panel releases the bulk of its findings, the book is unlikely to close on this investigation.

Court wins for the panel could still result in new bursts of documents, testimony and phone records. 
https://t.co/KaN2YssIu3",politico
87,1513622050849632256,"How will the panel handle GOP lawmakers who refused to interview voluntarily?

No official decisions have been made, but subpoenas appear unlikely. Lawmakers have constitutional protections that would result in long-term legal battles. https://t.co/KaN2YssIu3",politico
88,1513622049322946561,"Will Nancy Pelosi or Mitch McConnell be called to testify about Jan. 6 security decisions?

Both leaders oversee Capitol security but have a minimal role in the day-to-day operations of Capitol Police and other security officials.
https://t.co/KaN2YssIu3",politico
89,1513622047984914433,"Will the panel ask Mike Pence to testify?

There’s one piece of evidence only Pence can provide: What he said to Trump in their last phone call on Jan. 6. There’s testimony of Trump’s side of the call, but no public record of Pence’s response. https://t.co/KaN2YssIu3",politico
90,1513622046340694017,"Will the Jan. 6 panel seek Trump's testimony? Probably. But it's unclear whether they’ll request he appear voluntarily or be more confrontational.

The panel's chair said they'll discuss ""the likelihood of a Trump interview in the not-too-distant future.” https://t.co/KaN2YssIu3",politico
91,1513622044923072521,"It’s decision time for the Jan. 6 committee.

With the 8-month investigation nearing its endgame, the panel is expected to go public with its findings this spring.

But first, here are some crucial choices they'll have to make 👇🧵 https://t.co/KaN2YssIu3",politico
92,1513615432661581831,"Philadelphia will  be the first major U.S. city to reimpose its indoor mask mandate following a rise in BA.2 Omicron subvariant cases across the Northeast. The mandate will go into effect on April 18.

https://t.co/gAGDMpPL0X",politico
93,1513595244314570758,"The FDA is dealing with a rodent issue at its headquarters. 

While pest-control problems are not unusual in Washington-area buildings, they've worsened during the pandemic.

https://t.co/4ExY90Z4fz",politico
94,1513592811232407564,"The good news: Nancy Pelosi says she's tested negative for Covid after coming up positive late last week.

The bad news: Rep. Rashida Tlaib and Rep. Frank Pallone were the latest lawmakers to disclose cases in recent days.

https://t.co/0iqDw6E2jb",politico
95,1513587562484482054,".@kyledcheney and @nicholaswu12 will be live on Spaces tomorrow to talk about what you need to know as the Jan. 6 committee reaches its final phase. 

Join us Tuesday at 2 p.m. ET: https://t.co/SUhyGy7hxK",politico
96,1513577606498631680,"RT @POLITICOMag: OPINION: Under FDA’s current structure, no one is really in charge and accountable for the strategy, oversight and success…",politico
97,1513574476981719052,"Russia is readying for a new offensive in eastern Ukraine. 

The effort comes after Russian forces recently retreated from Kyiv following stiff Ukrainian resistance. Their hasty withdrawal exposed scenes of apparent war crimes and other atrocities.

https://t.co/1u5PtF4aDv",politico
98,1513553921683431425,"The 5 special elections for House seats this year:

California's 22nd (runoff June 7) 
Minnesota's 1st (Aug. 9)
Alaska at-large (Aug. 16)
Nebraska's 1st (June 28)
Texas' 34th (June 14)

Here's what you have to know  👇
https://t.co/9cb6p4CUe8",politico
99,1513523679782744068,RT @QuintForgey: The White House on Monday unveiled a new slate of measures aimed at curbing an increase in gun violence and announced the…,politico
100,1513517843337338885,"As political pressure grows to crack down on Russian oligarchs, U.S. policymakers are training fresh scrutiny on an industry that has long avoided anti-money-laundering rules: real estate https://t.co/XBrwCzJhaV",politico
101,1513516441697353732,"RT @PoliticoScott: NEW: Dark money is already all over 2024.

At least a dozen potential candidates have nonprofit groups aligned with them…",politico
102,1513515505411371012,"RT @playbookdc: SCOOP: Rep. LIZ CHENEY (R-Wyo.) raised an eye-popping $2.94 million in Q1 of 2022, bringing her total haul for the cycle to…",politico
103,1513502744124043272,Two of the women who publicly accused former New York Gov. Andrew Cuomo of sexual harassment are watching his comeback tour with a mixture of disbelief and exhausted indifference https://t.co/n5DX6e63eN,politico
104,1513487442254434305,Donald Trump came to North Carolina at just the right moment — in time to witness his chosen candidate finally emerge as the front-runner in the state’s contentious Senate primary https://t.co/5mACegE8eA,politico
105,1513479526357123073,"As another round of talks on a climate and spending bill ramps up, White House aides and advocates are under strict orders to keep their mouths shut — lest they antagonize Sen. Joe Manchin https://t.co/w33ZGoqnJ1",politico
106,1513472216641556481,"As the Jan. 6 select committee readies its voluminous findings, panel members are facing a handful of momentous choices about how to close out its probe, as well as what aspects are best left alone https://t.co/KaN2YssIu3",politico
107,1513464413734551556,At least a dozen potential candidates for president have nonprofit groups that can raise undisclosed money aligned with them https://t.co/MFTso9Gi4z,politico
108,1513310873758150658,"Subscribe to Digital Future Daily to stay on top of the most important stories determining the future of tech from Washington to Silicon Valley, and beyond. https://t.co/vNoL7ztSg2 https://t.co/1gAo1vYbv3",politico
109,1513219705397469196,RT @POLITICOEurope: BREAKING: French President Emmanuel Macron and far-right leader Marine Le Pen have qualified for the second round of th…,politico
110,1513208968629436420,"Start your mornings with Huddle for scoops on the political maneuvering, policy initiatives and power players making waves in Congress. Subscribe and start reading today.
https://t.co/dfpSNWPYfR https://t.co/72yOezTduf",politico
111,1513186260600299521,"RT @hbottemiller: If you’ve filed a complaint with the FDA or have worked for the FDA or a manufacturer, please get in touch. (We won’t sha…",politico
112,1513186110553292800,"Our investigation found the FDA is failing to act on critical food issues – including heavy metals in baby food. 

Head to @hbottemiller's thread for more on how this is impacting infant safety👇 https://t.co/BGO3DfvxVE",politico
113,1513155132749496321,"Depending on who you ask, the proposal is either the biggest windfall to a politically-connected private developer in recent history, or the best shot at fixing North America’s busiest train station https://t.co/l9y251OPeh",politico
114,1513132210769088515,"Democrats have faced brutal midterm climates and slim margins in Congress before. But the current iteration of the Democratic Party has rarely, if ever, been on such shaky ground with young people. https://t.co/VfbAMT9DkG",politico
115,1512949401161023490,"Dr. Mehmet Oz has won the race for Donald Trump’s coveted endorsement in Pennsylvania’s Senate GOP primary
https://t.co/XErVyn4mXR",politico
116,1512913347221544973,"Republicans are pouncing on the Biden administration’s recent decision to scrap a Trump-era pandemic border policy, launching a multi-pronged attack against Democrats in Congress, in the courts and on the campaign trail https://t.co/6SZdQfYOaV",politico
117,1512883180717629453,The most popular websites are about to get more expensive because of a no-bid deal between the Trump administration and the company that holds a monopoly on managing a prime part of the internet https://t.co/fiIQxfedhY,politico
118,1512862924146188298,"The #MIGlobal convenes the best minds from around the world to confront the most pressing challenges we face. Subscribe to our special edition Global Insider newsletter for exclusive coverage, May 1-4.
https://t.co/qaKpg2ANEp https://t.co/f4CyafRbyK",politico
119,1512857647594287105,"Agriculture Secretary Tom Vilsack tested positive for Covid-19 on Friday and is experiencing mild symptoms.
https://t.co/8gDBcPmZIy",politico
120,1512853052247715848,"Opinion: France’s two-stage presidential election begins Sunday, and it’s passing strange that no matter the outcome, Vladimir Putin will win https://t.co/rbtQdkb6ow",politico
121,1512838010324279296,"The FEC fined the companies of a Canadian billionaire nearly a million dollars for a contribution to a super PAC supporting then-President Donald Trump, after the agency found “reason to believe” that the donations violated a federal law https://t.co/03lUC2JOWi",politico
122,1512822950008967168,"Angry voters slammed by higher prices and scarred by two years of fighting the pandemic are poised to punish Democrats in midterm elections, according to some of the leading experts in consumer sentiment and behavior https://t.co/G1Sa4Bezae",politico
123,1512812598735122433,"POLITICO Playbook: The unofficial guide to official Washington. Subscribe today for the latest from our Playbook team covering every corner of power in D.C.
https://t.co/Ceig2eRhJ2 https://t.co/GxBRi8qKuU",politico
124,1512808049731268609,"The FDA's food division is supposed to keep your groceries safe from contamination. But our investigation shows it’s failed to meet basic consumer expectations on food safety and nutrition. 
https://t.co/rK1kPMphCZ",politico
125,1512807866402492427,"With his party facing a dismal outlook in the midterms this fall, Ro Khanna is asking Democrats to take a lesson from the master of the news cycle https://t.co/zKEtQ4Y5my",politico
126,1512792781953150977,"The Biden administration’s contentious decision to only partially cover Aduhelm could reach well beyond the world of Alzheimer’s drugs, potentially affecting efforts to develop treatments for devastating diseases https://t.co/NKZZ17kuqF",politico
127,1512777654352715783,"Ali Alexander, the founder of the Stop the Steal organization that helped promote Donald Trump’s false claims of election fraud, said Friday he received a grand jury subpoena from the Justice Department and intends to cooperate with the investigation https://t.co/HivQuShNib",politico
128,1512765691585310721,"P.S. We’re continuing to investigate the FDA &amp; how it handles complaints about infant formula. If you’ve filed a complaint or have worked for the FDA or a formula manufacturer, please get in touch. (We won’t share or publish your name w/o your permission.)
https://t.co/3YK0enQRvo",politico
129,1512765690272432128,"There’s a joke among officials that the “F” in FDA is silent, and former commissioners readily acknowledged the agency’s problems. 

Read our deep-dive into the FDA’s failure to meet basic consumer expectations on food safety and nutrition oversight 👇
https://t.co/rK1kPMGT1z",politico
130,1512765688993230854,"4️⃣The FDA has long said cutting sodium is a major priority. Instead of setting mandatory standards, it took a decade to lay out voluntary reduction goals.

Its latest delay may result in over 250K deaths in the next 15 years, one recent study estimated.
https://t.co/WNVrx4u46p",politico
131,1512765687604957191,"3️⃣The FDA has made little progress on keeping toxic elements out of baby foods. 

Babies are particularly vulnerable to developmental and other effects. Lead exposure in children can cause behavioral problems and lowered IQ.
https://t.co/WNVrx4u46p",politico
132,1512765686338179073,"2️⃣Congress asked the FDA to regulate water to keep deadly pathogens out of produce. 11 years later, they still haven’t.

Over the last decade, several foodborne illness outbreaks were tied to fresh produce, including deadly ones tied to contaminated water.
https://t.co/WNVrx4u46p",politico
133,1512765684903731200,"1️⃣ The FDA’s food division suffers from a culture of avoiding hard decisions, a fear of picking fights with the food industry and an open power struggle between its top 2 officials.

All that makes it extremely difficult to move on decisions and policies. 
https://t.co/WNVrx4u46p",politico
134,1512765683490340866,"Each year, over 128K people are hospitalized and 3K people die from foodborne illnesses, per the CDC.

Our reporter @hbottemiller spent months investigating the FDA's structural failures and inaction. Here are 4 takeaways👇
https://t.co/WNVrx4u46p",politico
135,1512765682039017474,"It turns out regulating food isn’t a high priority at the Food and Drug Administration.

While drugs and medical products dominate the FDA, its food side has been ignored, underfunded and dysfunctional, our investigation found. 🧵👇
https://t.co/rK1kPMGT1z",politico
136,1512653486336315394,"RT @amandaripley: @ChickfilA Their stories will change how you think about refugees. And women. And Afghanistan. @politico

https://t.co/vr…",politico
137,1512603742302052360,"What are the biggest stories leading up to the midterms? Keep up with Congress with Huddle, our scoop-filled newsletter for everything you need to know on the Hill. Subscribe today.
https://t.co/dfpSNWPYfR https://t.co/rJyPAflqLF",politico
138,1512585168569004035,RT @AlexThomp: NEW: we got our hands on Val Biden’s book that comes out next week. Here’s a look at what she wrote in tonight’s west wing p…,politico
139,1512584748572430336,"RT @zoyashef: After Commission OK, the question of Ukraine’s application to join the EU shifts to the 27 EU member countries – and as I sai…",politico
140,1512549604222545925,"Join the Playbook community for a daily dose of newsy nuggets about the biggest news dominating Washington. Don't miss out, subscribe today.
https://t.co/Ceig2eRhJ2 https://t.co/hnqAlHgHmX",politico
141,1512543831085965315,RT @POLITICOMag: The U.S. Army recruited &amp; trained a group of Afghan women to fight the Taliban. They were a formidable force. Then Kabul f…,politico
142,1512541157527535616,RT @politicongress: Federal officials have doubled the estimated damages from the Jan. 6 attack on the Capitol. They now believe it cost ta…,politico
143,1512528886919311363,"RT @POLITICOMag: President Joe Biden promised to be boring. He’s over-delivered. 

The latest Capital City column by @michaelschaffer  👇

h…",politico
144,1512514380696588312,"The vibes were high at a White House event celebrating Ketanji Brown Jackson's historic confirmation.

“It has taken 232 years and 115 prior appointments for a Black woman to be selected to serve on the Supreme Court ... But we’ve made it,” Jackson said. https://t.co/ZdJKQg0wiE https://t.co/2dzbSxi9Oz",politico
145,1512500829550481418,"Republicans could have a Senate majority in 2023. But they won't say, definitively, how they'd treat another Biden Supreme Court nominee.

“Ask me that question on Nov. 9,” said Chuck Grassley. https://t.co/xqFV4POKFa",politico
146,1512497419673649156,A federal judge told a defendant in the highest-profile Jan. 6 conspiracy cases that he'll need to find a new attorney because his lawyer was disbarred https://t.co/31lnWKBJOz,politico
147,1512490842359017478,The White House has begun to harbor fears that Vladimir Putin could soon notch his biggest victory of Russia’s invasion of Ukraine — in Paris https://t.co/bnClrW0QDO,politico
148,1512476177545453572,RT @kyledcheney: NEW: The guilty plea from Proud Boy leader Charles DONOHOE gives prosecutors a high-profile cooperator in one of its two m…,politico
149,1512475980572594182,"A leader of the Proud Boys pleaded guilty to a conspiracy to obstruct Congress during the Jan. 6, 2021, riot at the Capitol.

Charles Donohoe was among a handful of Proud Boys leaders who helped organize the group’s large presence in D.C. on Jan. 6. https://t.co/AKkUw3xeRq",politico
150,1512475840633786374,"After facing setbacks on voting rights and police reform, senior Black Democrats are looking for scaled-back wins https://t.co/VZfthijUs2",politico
151,1512473751421599748,RT @politicongress: 9 House members voted against a bill banning Russian imports of oil and gas — a measure that passed the Senate with sup…,politico
152,1512459182842208257,Jurors say they’ve reached decisions on some charges and are deadlocked on others in the trial of 4 men accused of conspiring to kidnap Michigan. Gov. Gretchen Whitmer https://t.co/ZhpS0qjdzH,politico
153,1512427413430489095,"On Playbook Deep Dive, @RyanLiza and @RepRoKhanna have burgers and talk BBB, Dems’ messaging, appearing on Fox News and ignoring advice from then-state Sen. Barack Obama.

Listen to this week’s episode 🎧 https://t.co/9ZTbusyQjD",politico
154,1512421982704308233,"Digital Future Daily is a newsletter that chronicles how the next wave of tech will reshape civic and political life, including activism, fundraising, lobbying and legislating.  Subscribe now. https://t.co/vNoL7zcgRs https://t.co/mf1kVLwA0E",politico
